ID,Name,Description,Created,Vendor,Types,Alt. Names / Keywords,Friendly URL,Subjects,More Info,Librarian Review,Popular,Permitted Uses,Hidden,Internal Note
3776549,"New York Times 1851-2013 (Historical Newspapers), The",Digital files of The New York Times from 1851 to 2013,2014-07-29 09:53:22 AM,ProQuest,Historical Newspapers,,,"Communications, Journalism, Theater, Film, History, Political Science, New York City",,,No,,No,
24084042,New York Times Academic Pass,Free access to The New York Times digital edition is available to anyone with a valid cuny.edu email.  Includes smartphone and tablet apps.,2016-08-10 04:09:25 PM,,Newspapers,,,,,,No,,No,
3820248,"New Yorker Archive, The",Archives of the respected news and opinion magazine since 1925.,2014-07-30 05:27:09 PM,,"Magazine articles, Opinion Journals",,,"Journalism, Theater, Literature, History, Current Events, New York City, English",,,No,,No,
3808071,Newspapers - The Jewish Exponent (1887-1990),"As the second-oldest continuously published Jewish newspaper in the United States, The Jewish Exponent has carried news of developments in Israel, efforts to rescue Jews the world over from repressive regimes, and the ever-expanding role of Jews in American public life.",2014-07-29 01:12:02 PM,ProQuest,Historical Newspapers,,,"Journalism, History, Ethnic Groups, Jewish Studies, Holocaust Resources",,,No,,No,
3808053,Newspapers -The American Israelite (1854-2000),"Longest-running English-language Jewish newspaper published in the United States. The newspaper's mission is to spread the principles of Reform Judaism, and to keep American Jews in touch with Jewish affairs and their religious identity.",2014-07-29 01:10:47 PM,ProQuest,Historical Newspapers,,,"Journalism, History, Ethnic Groups, Jewish Studies, Holocaust Resources",,,No,,No,
3776582,Newspapers – InfoTrac Newsstand,"Full-text national, international, state, and local newspapers with coverage starting from 1980.",2014-07-29 09:56:19 AM,,Newspapers,,,"Journalism, Current Events",,,No,,No,
9141312,Nursing and Allied Health Collection,"Academic journals and other reference content covering all aspects of the nursing profession, from direct patient care to health care administration.",2015-03-11 12:52:06 PM,Gale,"Scholarly Articles, Reference",,,Nursing,,,No,,No,
3808130,Nursing Resource Center,"Disease and drug overviews, nursing-care plans, journal articles, and anatomy and physiology diagrams. Designed for students completing class assignments and preparing for clinical.",2014-07-29 01:17:28 PM,Gale,,,,"Health, Nursing, Community Health",,,No,,No,
4507907,NYC Data,"This is a website created by Baruch and contains information on New York City's history, population, geography, culture, and more.",2014-08-19 12:55:13 PM,,"Data, Open Access",,,"Statistics, New York City",,,No,,No,
4510264,NYPD Crime Statistics,Contains statistics on crime in New York City by date or by precinct.,2014-08-19 02:38:29 PM,,"Data, Open Access",,,"Criminal Justice, New York City",,,No,,No,
4507506,O*Net Online,"Career exploration and job analysis website.  O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.",2014-08-19 12:38:21 PM,,Open Access,,,"Career tools, Student Resources",,,No,,No,
4507051,Occupational Outlook Handbook,"Describes many occupations. Information includes what workers do on the job, necessary training, earnings, and job prospects for the future.",2014-08-19 12:22:23 PM,,"Reference, Data, Open Access",,,Career tools,,,No,,No,
5054783,OneSearch,"Kingsborough OneSearch combines in one searchable place these three things: the CUNY library catalog; a massive index of articles from journals, magazines, and newspapers; and unique digital content from the library.",2014-09-16 12:23:06 PM,,*Most Popular,,,,,,No,,No,
3808973,Opinion Archives,"Current and complete history for the following: The Nation, Commentary, The New Republic, Commonweal, NACLA, American Spectator, National Review, The New Leader, Harper\'s Magazine, New York Review of Books, The Progressive, The Weekly Standard, Moment, Washington Monthly. Orion, Dissent, and The New Yorker. Full text searchable with PDF display for the articles.",2014-07-29 02:06:17 PM,,"Magazine articles, Opinion Journals",,,"Communications, Journalism, History, Current Events, Political Science, Controversial Issues",,,No,,No,
5157764,Opposing Viewpoints in Context,"Contains pro and con viewpoint articles for topics of debate with thorough bibliographies for further study, as well as encyclopedia entries, newspaper, magazine, and journal articles, statistics, and interviews.",2014-07-08 09:49:22 PM,Gale,"Scholarly Articles, Reference, Opinion Journals, Images, Data, Topic Overviews, *Most Popular",,,"Journalism, Environment, Current Events, General Reference, Community Health, Controversial Issues",,,No,,No,
3808704,Orion,Archives of this opinion magazine from 1982 to the present,2014-07-29 01:50:27 PM,,"Opinion Journals, Single Publication",,,"Journalism, Environment, History",,,No,,No,
4511270,OSHA: Occupational Safety & Health Administration,"This web site from the U.S. Department of Labor provides information on specific safety and health hazards, as well as specific hazard information on different industries.",2014-08-19 03:32:18 PM,,Open Access,,,Government Publications,,,No,,No,
3808751,Oxford Art Online,Searchable reference works on visual art from prehistory to the present.,2014-07-29 01:52:28 PM,Oxford University Press,,,,Art,,,No,,No,
3808853,Oxford English Dictionary - OED Online,"Most authoritative guide to the meaning, history, and pronunciation of over half a million words, past and present, tracing their usage through 2.5 million quotations from a range of international English sources. Besides the full text of the second edition, OED Online includes updates and revised entries.",2014-07-29 01:57:05 PM,Oxford University Press,Ebooks,,,Literature,,,No,,No,
3808876,Oxford Music Online,"Gateway offering users the ability to access and cross-search multiple music reference resources covering composers, musicians, and all genres of music in one location.",2014-07-29 01:58:33 PM,Oxford University Press,,,,Music,,,No,,No,
3808958,Oxford Reference Online,Language and subject reference works from Oxford University Press.,2014-07-29 02:05:04 PM,Oxford University Press,"Reference, Ebooks",,,Literature,,,No,,No,
41953069,Pivot,"Database of funding opportunities for all faculty and staff.   To access, register using your cuny.edu email address.",2018-05-11 01:50:44 PM,,Research Funding,,,Faculty Resources,,,No,,No,
3211497,PrepStep (formerly Learning Express Library),"Practice tests, exercises, and skill-building courses to improve skills for college and the workplace. Includes preparation for SAT, ACT, CLEP, TOEFL, high school equivalency and a wide range of professional licensing exams.",2014-07-15 04:30:20 PM,,Test preparation,,,Student Resources,,,No,,No,
3821185,Primary Sources – Artemis Platform,Digital archives and reference collections including Eighteenth Century Collections Online (ECCO) and Nineteenth Century Collections Online (NCCO),2014-07-30 07:09:47 PM,Gale,Primary Sources,,,History,,,No,,No,
3821195,"Progressive, The",Archives of this opinion magazine from 1929-present.,2014-07-30 07:11:32 PM,,"Opinion Journals, Single Publication",,,"Journalism, History, Political Science",,,No,,No,
3821205,Project Muse,"Full text of scholarly journals and books in the humanities, social sciences, and mathematics.",2014-07-30 07:13:51 PM,,"Scholarly Articles, Ebooks",,,"Technology, Communications, Theater, Film, Education, Literature, Health, History, Mathematics, Nursing, Philosophy, Religion, Sociology, Women's and Gender Studies, Art, Music, Ethnic Groups, Library Science, LGBTQ Studies, Science, Jewish Studies",,,No,,No,
5157765,PsycARTICLES,Full text articles from journals published by the American Psychological Association and its allied organizations.,2014-07-08 09:59:06 PM,EBSCO,Scholarly Articles,,,"Psychology, Exercise Science",,,No,,No,
3821226,PsychiatryOnline (DSM-V-TR),Online access to the DSM-V-TR® and The American Journal of Psychiatry.,2014-07-30 07:19:26 PM,,"Scholarly Articles, Reference",,,Psychology,,,No,,No,
5157766,PsycINFO,"Index to publications by the American Psychological Association, some dating back to the 1600s. Limited full text access.",2014-07-08 10:00:26 PM,EBSCO,Scholarly Articles,,,Psychology,,,No,,No,
5157762,PubMed,"Full Text information on medicine, nursing, dentistry, veterinary medicine, the health care system, pre-clinical sciences, and more.",2014-07-08 08:55:39 PM,,"Scholarly Articles, Open Access",,,"Health, Nursing, Chemistry, Medicine, Nutrition, Community Health",,,No,,No,
4510818,Purdue OWL,This website contains helpful and thorough advice on writing as well as formatting and style guides for MLA and APA citation styles.,2014-08-19 03:07:58 PM,,Open Access,,,"Student Resources, Citation tools",,,No,,No,
42215593,RDS Contemporary Womens Issues,"Full-text articles from mainstream periodicals, ""gray"" literature, and the alternative press, focusing on critical issues and events that influence women's lives in more than 190 countries.",2018-05-25 10:57:07 AM,Gale,,,,Women's and Gender Studies,,,No,,No,
42215636,RDS Tablebase,"Full-text coverage of company and industry news, management practices and market research information.",2018-05-25 10:59:47 AM,Gale,,,,"Business, Company Information",,,No,,No,
5157767,"Readers' Guide Full Text, Mega Edition","Indexing back to 1983 and full text back to 1994 for popular magazines.  Includes arts, business, computers, education, entertainment, film and television, gardening, health and medicine, history, home improvement, literature, current events, photography, popular and classical music, politics, popular culture, religion, science, sports and fitness, transportation, travel and more.",2014-07-08 10:03:02 PM,EBSCO,"Magazine articles, *Most Popular",,,"Communications, Journalism, Current Events, Political Science",,,No,,No,
3821105,Readers' Guide Retrospective: 1890-1982,Indexing for magazines including full coverage of the original print volumes of Readers’ Guide to Periodical Literature.,2014-07-30 06:53:43 PM,EBSCO,Magazine articles,,,"Journalism, History, Book Reviews",,,No,,No,
3119028,RefWorks,Online bibliographic management program that allows users to create a personal database of references and generate bibliographies in a variety of formats. First time users need to sign up for an account.,2014-07-14 12:16:20 PM,,,,,"Student Resources, Faculty Resources, Citation tools",,,No,,No,
3821144,Regional Business News,Full text articles from regional US and Canadian business publications including titles from Crain Communications.,2014-07-30 07:00:50 PM,EBSCO,,,,Business,,,No,,No,
42192105,Science in Context,"Overviews of key STEM topics.  Entries include academic journal articles, magazine articles, news articles, images, audio clips, and videos.",2018-05-24 10:22:31 AM,Gale,,,,"Biology, Technology, Environment, Health, Mathematics, Astronomy, Chemistry, Physics, Engineering, Medicine, Science, Geology, Physical Sciences",,,No,,No,
3820480,Science Magazine,"Coverage from 1997 to present of Science Magazine. This journal includes peer-reviewed articles as well as science news, opinion pieces, and reviews of books, web sites, and scientific instruments.",2014-07-30 06:03:14 PM,,"Scholarly Articles, Magazine articles, Book Reviews",,,"Biology, Chemistry, Science",,,No,,No,
24084230,Science.gov,Portal to scholarly science and technology information from scientific and technical organizations within U.S. government agencies.,2016-08-10 04:13:21 PM,,Open Access,,,"Biology, Environment, Astronomy, Chemistry, Physics, Science",,,No,,No,
3820482,ScienceDirect,"Full text scholarly journals covering physical sciences, life sciences, health sciences, social sciences, and humanities. Archive goes back to 1995.",2014-07-30 06:04:09 PM,,Scholarly Articles,,,"Anthropology, Biology, Computer Science, Technology, Environment, Mathematics, Astronomy, Chemistry, Physics, Engineering, Tourism, Hospitality, Science, Geology, Geography",,,No,,No,
23061102,"Serials Directory, The",Bibliographic information for magazines and academic journals.  Useful for locating peer reviewed journals.,2016-07-06 04:02:05 PM,EBSCO,,,,,,,No,,No,
3820490,Slavery and Anti-Slavery,"Historical archives on the transatlantic slave trade, the abolition of slavery, and the legal, personal, and economic aspects of slavery. Coverage from the sixteenth century through the nineteenth century.",2014-07-30 06:06:33 PM,Gale,,,,History,,,No,,No,
30908409,"Slavery in America and the World: History, Culture & Law","Key legal materials on slavery in the United States and the English-speaking world.  Includes every statute passed by every colony and state on slavery, every federal statute dealing with slavery, and all reported state and federal cases on slavery.",2017-04-06 01:44:57 PM,,Open Access,,,"History, Law",,,No,,No,
20266855,Smithsonian Magazines Archive 1970-Present,"Smithsonian Magazine is the official journal published by the Smithsonian Institution, Washington, D.C.  Includes the first published issue starting in April 1970 to the present.",2016-03-15 02:24:13 PM,Gale,Magazine articles,,,,,,No,,No,
3820508,Social Explorer,"Reference tool for census data that allows for the creation of maps and reports. Includes census data from 1790 to 2000, annual updates, and estimates.",2014-07-30 06:11:49 PM,,Data,,,Statistics,,,No,,No,
5157768,Social Sciences Full Text,"Indexing back to 1983 and full text from 1995.  Subject coverage includes addiction studies, anthropology. communications, criminal justice, economics, environmental studies, ethics, geography, international relations, law, minority studies, planning and public administration, political science, psychiatry and psychology, social work and sociology, and urban studies.",2014-07-08 10:11:59 PM,EBSCO,Scholarly Articles,,,"Education, Psychology, Sociology, LGBTQ Studies, Geography",,,No,,No,
3820629,Social Sciences Index Retrospective: 1929-1983,Indexing for social science journals from 1929 to 1983.,2014-07-30 06:23:51 PM,EBSCO,,,,"Sociology, LGBTQ Studies",,,No,,No,
5157769,SocINDEX Full Text,"Full text articles from journals, many going back as far as 1908.  Includes a comprehensive coverage of sociology and all sub-disciplines and related areas of study such as abortion, criminal justice, ethnic and racial studies, gender studies, marriage and family, substance abuse and other addictions, and violence.",2014-07-08 10:13:58 PM,EBSCO,Scholarly Articles,,,"Criminal Justice, Sociology, Ethnic Groups, Community Health, LGBTQ Studies",,,No,,No,
4352544,SpringerLink,"A platform providing access to ebooks and journal articles from Springer. Covers a number of subjects, primarily scientific. Subjects include architecture/design, astronomy, biomedical sciences, business management, chemistry, computer science, earth sciences/geography, economics, education/language, energy, engineering, environmental sciences, nutrition, law, mathematics, medicine, philosophy, physics, psychology, public health, social sciences, statistics.",2014-08-12 03:33:18 PM,Springer,"Scholarly Articles, Ebooks",,,"Biology, Computer Science, Office Administration, Technology, Education, Environment, Health, Mathematics, Philosophy, Astronomy, Chemistry, Physics, Engineering, Psychology, Sociology, Medicine, Nutrition, Community Health, Science, Geology, Geography, Exercise Science",,,No,,No,
3820782,Statistical Abstract of the U.S.,"Summary of statistics on the social, political, and economic conditions of the United States.",2014-07-30 06:40:19 PM,ProQuest,Data,,,"Sociology, Statistics",,,No,,No,
3820456,Teacher Reference Center,"Index and abstracts to mostly peer-reviewed journals. Topics include assessment, best practices, continuing education, pedagogical research, curriculum development, elementary education, higher education, instructional media, language arts, literacy standards, school administration, and teacher education.",2014-07-30 05:58:07 PM,EBSCO,Scholarly Articles,,,"Education, Faculty Resources",,,No,,No,
4510650,U.S. Census Bureau,The official website from the U.S. Census Bureau contains a great deal of data on the U.S. population.,2014-08-19 02:57:20 PM,,"Data, Open Access",,,"Ethnic Groups, Statistics",,,No,,No,
4510429,U.S. Department of Justice Statistics,"This website from the U.S. Government has the goal of collecting and publishing information on crime, criminal offenders, victims of crime, and the operation of justice systems at all levels of government.",2014-08-19 02:44:29 PM,,"Data, Open Access",,,"Criminal Justice, Law",,,No,,No,
4511110,U.S. Government Printing Office,The U.S. Government's official website for publishing materials online.,2014-08-19 03:24:57 PM,,Open Access,,,Government Publications,,,No,,No,
42194071,U.S. History in Context,"Overview of people, events and topics in U.S. History. Entries include academic journal articles, magazine articles, news articles, primary sources, images, audio clips, and videos.",2018-05-24 11:40:06 AM,Gale,,,,History,,,No,,No,
3820423,U.S. History: American Revolution Digital Archive,"Covers the earliest protests in 1765 through the peace treaty of 1783. Includes personal narratives and memoirs, political pamphlets and speeches, sermons and poems, legislative journals and popular magazines.",2014-07-30 05:51:34 PM,Gale,Primary Sources,,,History,,,No,,No,
3820424,U.S. History: Civil War Digital Archive,"Covers battles and campaigns. Includes personal narratives and memoirs, pamphlets and political speeches, sermons and songs, regimental histories and photograph albums, legal treatises and children\'s books.",2014-07-30 05:52:37 PM,Gale,Primary Sources,,,History,,,No,,No,
3820438,U.S. History: Slavery in America Digital Archive,"Contains materials published between the 17th and late 19th centuries on the slave trade, plantation life, and the emancipation. Includes personal narratives, pamphlets, addresses, political speeches, monographs, sermons, plays and songs, poetic and fictional works.",2014-07-30 05:54:37 PM,Gale,Primary Sources,,,History,,,No,,No,
35818536,US Major Dailies,"Access to the five U.S. national and regional newspapers: The New York Times, Washington Post, Los Angeles Times, Chicago Tribune, and the Wall Street Journal. The content is available by 8 AM U.S. Eastern time each day and provides archives back to 1980.",2017-09-15 09:18:54 AM,ProQuest,Newspapers,,,Current Events,,,Yes,,No,
4511047,USA.gov,"The official web portal of the U.S. Government. You can find news, data, government information, and more on this site.",2014-08-19 03:20:36 PM,,"Data, Open Access",,,"Government Publications, Statistics",,,No,,No,
16149694,Vault (Career Insider),"Search for jobs and internships, get resume and interview tips, research employers, and find schools",2015-09-23 12:15:55 PM,,,,,Career tools,,,No,,No,
3820309,Vogue Magazine Archive,"The full contents of Vogue magazine (US edition) in full color page image, from the first issue in 1892 to the present, with monthly updates for new issues.",2014-07-30 05:35:43 PM,ProQuest,Magazine articles,,,"Journalism, History, Women's and Gender Studies",,,No,,No,
42171150,"Wall Street Journal, The (Access to Digital App)","Digital subscription to The Wall Street Journal available for all students, staff, and faculty by entering your @kbcc.cuny.edu email account.  The subscription allows you to download the digital App to your smart device.",2018-05-23 02:40:13 PM,,Newspapers,,,"Business, Economics, Current Events",,,No,,No,
5157770,Wall Street Journal. The,Full text of the Eastern edition from 1984 to present.,2014-07-08 10:25:00 PM,,Newspapers,,,"Business, Communications, Journalism, History, Company Information, Current Events",,,No,,No,
3820290,Washington Monthly,Archives of this opinion magazine from 1969-present.,2014-07-30 05:32:37 PM,,"Opinion Journals, Single Publication",,,"Journalism, History, Political Science",,,No,,No,
33725940,Washington Post - academic pass,"Members of the military, government, students, and educators, with a valid .mil, .gov. or .edu email address, are eligible for free online access to The Washington Post.",2017-07-05 01:48:29 PM,,Newspapers,,,,,,No,,No,
3212656,"Weekly Standard, The",Archives of this opinion magazine from 1995-present.,2014-07-15 08:12:04 PM,,"Opinion Journals, Single Publication",,,"Journalism, History, Political Science",,,No,,No,
8966156,Wiley Online Library,"Collection of over 1,600 journals dating from 1997 to present.  Coverage includes life, health and physical sciences, social science, and the humanities.",2015-03-06 04:44:41 PM,Wiley,Scholarly Articles,,,"Computer Science, Chemistry, Engineering, Physical Sciences",,,No,,No,
3212654,Women and Social Movements in the U.S.,"Documents that cover the history of women in social movements from 1600 to 2000. Also included are book, film, and website reviews.",2014-07-15 08:09:42 PM,Alexander Street,,,,"History, Women's and Gender Studies",,,No,,No,
42194524,World History in Context,"Coverage from ancient times to the present. Entries include academic journal articles, magazine articles, news articles, primary sources, biographies, reference sources,  images, audio clips, and videos.",2018-05-24 11:47:22 AM,Gale,,,,History,,,No,,No,
3212586,World Scholar: Latin America and the Caribbean Regional Portal,"Information about the daily life, culture, traditions, and history of Latin America and the Caribbean.  Access to historical archive only.",2014-07-15 07:24:42 PM,Gale,Scholarly Articles,,,"History, Ethnic Groups",,,No,,No,
24084408,Yearbook of Immigration Statistics,Immigration data from the U.S. Department of Homeland Security.,2016-08-10 04:18:09 PM,,"Data, Open Access",,,Ethnic Groups,,,No,,No,
4510714,Zotero,"Zotero is a free, open-source tool that helps organize your citations. Zotero can be used on the web, downloaded as a browser extension or installed as an app on your desktop.",2014-08-19 03:01:48 PM,,,,,"Student Resources, Faculty Resources, Citation tools",,,No,,No,
